Player,Team,Phase,Opponent,Venue,Season,Match Result,Role_x,Runs Scored,Balls Faced,Strike Rate,Economy Rate,Wickets Taken,Dot Ball Percentage,Performance vs Team,Bowling Economy vs Team,Rolling Strike Rate,Rolling Economy Rate,Consistency Score,Role_y
SN Thakur,Delhi Capitals,Powerplay,Mumbai Indians,"Wankhede Stadium, Mumbai",2022,Win,Bowler,0.0,0.0,0.0,8.0,0.0,50.0,0.0,8.0,0.0,8.0,91.94439132,Bowler
SN Thakur,Delhi Capitals,Powerplay,Punjab Kings,"Brabourne Stadium, Mumbai",2022,Loss,Bowler,0.0,0.0,0.0,10.0,0.0,41.67,0.0,10.0,0.0,9.2,91.94439132,Bowler
SN Thakur,Delhi Capitals,Powerplay,Punjab Kings,"Dr DY Patil Sports Academy, Mumbai",2022,Win,Bowler,0.0,0.0,0.0,10.0,2.0,33.33,0.0,10.0,0.0,8.262,91.94439132,Bowler
SN Thakur,Delhi Capitals,Powerplay,Rajasthan Royals,"Dr DY Patil Sports Academy, Mumbai",2022,Loss,Bowler,0.0,0.0,0.0,9.0,0.0,50.0,0.0,9.0,0.0,8.062,91.94439132,Bowler
SN Thakur,Delhi Capitals,Powerplay,Rajasthan Royals,"Wankhede Stadium, Mumbai",2022,Loss,Bowler,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,6.2,91.94439132,Bowler
SN Thakur,Delhi Capitals,Powerplay,Royal Challengers Bangalore,"Wankhede Stadium, Mumbai",2022,Loss,Bowler,0.0,0.0,0.0,7.0,1.0,50.0,0.0,7.0,0.0,6.4,91.94439132,Bowler
SN Thakur,Delhi Capitals,Powerplay,Sunrisers Hyderabad,"Brabourne Stadium, Mumbai",2022,Win,Bowler,0.0,0.0,0.0,6.46,0.0,46.15,0.0,6.46,0.0,9.492,91.94439132,Bowler
SN Thakur,Kings XI Punjab,Death Overs,Delhi Daredevils,Feroz Shah Kotla,2015,Loss,Batter,7.0,6.0,116.67,0.0,0.0,33.33,116.6666667,0.0,116.67,8.4,91.94439132,Bowler
SN Thakur,Kings XI Punjab,Middle Overs,Delhi Daredevils,Feroz Shah Kotla,2015,Win,Bowler,0.0,0.0,0.0,8.31,1.0,38.46,0.0,8.31,0.0,8.72,91.94439132,Bowler
SN Thakur,Kings XI Punjab,Powerplay,Delhi Daredevils,Feroz Shah Kotla,2015,Win,Bowler,0.0,0.0,0.0,15.43,0.0,42.86,0.0,15.43,0.0,9.286,91.94439132,Bowler
SN Thakur,Kolkata Knight Riders,Death Overs,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk, Chennai",2023,Loss,Bowler,0.0,0.0,0.0,3.43,0.0,42.86,0.0,3.43,33.335,11.03,91.94439132,Bowler
SN Thakur,Kolkata Knight Riders,Death Overs,Gujarat Titans,"Narendra Modi Stadium, Ahmedabad",2023,Loss,Batter,0.0,1.0,0.0,19.0,0.0,133.32999999999998,0.0,19.0,157.138,13.0225,183.88878264,Bowler
SN Thakur,Kolkata Knight Riders,Death Overs,Lucknow Super Giants,"Eden Gardens, Kolkata",2023,Loss,Batter,2.0,5.0,40.0,12.86,2.0,102.86,40.0,12.86,147.2525,20.92,183.88878264,Bowler
SN Thakur,Kolkata Knight Riders,Death Overs,Mumbai Indians,"Wankhede Stadium, Mumbai",2023,Win,Bowler,0.0,0.0,0.0,6.86,1.0,28.57,0.0,6.86,0.0,10.818,91.94439132,Bowler
SN Thakur,Kolkata Knight Riders,Death Overs,Punjab Kings,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",2023,Loss,Bowler,0.0,0.0,0.0,8.0,0.0,16.67,0.0,8.0,0.0,12.018,91.94439132,Bowler
SN Thakur,Kolkata Knight Riders,Death Overs,Rajasthan Royals,"Eden Gardens, Kolkata",2023,Loss,Batter,1.0,2.0,50.0,0.0,0.0,50.0,50.0,0.0,45.0,9.08,91.94439132,Bowler
SN Thakur,Kolkata Knight Riders,Death Overs,Royal Challengers Bangalore,"Eden Gardens, Kolkata",2023,Loss,Batter,21.0,11.0,190.91,0.0,0.0,27.27,190.9090909,0.0,93.63666667,9.12,91.94439132,Bowler
SN Thakur,Kolkata Knight Riders,Death Overs,Sunrisers Hyderabad,"Eden Gardens, Kolkata",2023,Loss,Batter,12.0,7.0,171.43,16.8,0.0,28.57,171.4285714,16.8,192.45166667,22.33,183.88878264,Bowler
SN Thakur,Kolkata Knight Riders,Death Overs,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",2023,Loss,Batter,2.0,3.0,66.67,0.0,0.0,33.33,66.66666667,0.0,95.802,0.0,91.94439132,Bowler
SN Thakur,Kolkata Knight Riders,Middle Overs,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk, Chennai",2023,Loss,Bowler,0.0,0.0,0.0,5.0,1.0,41.67,0.0,5.0,118.18,11.2675,91.94439132,Bowler
SN Thakur,Kolkata Knight Riders,Middle Overs,Gujarat Titans,"Narendra Modi Stadium, Ahmedabad",2023,Loss,Bowler,0.0,0.0,0.0,9.0,0.0,16.67,0.0,9.0,0.0,10.814,91.94439132,Bowler
SN Thakur,Kolkata Knight Riders,Middle Overs,Lucknow Super Giants,"Eden Gardens, Kolkata",2023,Loss,Batter,1.0,2.0,50.0,8.57,0.0,78.57,50.0,8.57,245.555,20.427500000000002,183.88878264,Bowler
SN Thakur,Kolkata Knight Riders,Middle Overs,Mumbai Indians,"Wankhede Stadium, Mumbai",2023,Loss,Batter,13.0,11.0,118.18,0.0,0.0,18.18,118.1818182,0.0,166.444,0.0,91.94439132,Bowler
SN Thakur,Kolkata Knight Riders,Middle Overs,Punjab Kings,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",2023,Loss,Batter,8.0,3.0,266.67,10.74,0.0,31.58,266.6666667,10.74,188.0133333,23.247999999999998,183.88878264,Bowler
SN Thakur,Kolkata Knight Riders,Middle Overs,Rajasthan Royals,"Eden Gardens, Kolkata",2023,Win,Bowler,0.0,0.0,0.0,24.0,0.0,0.0,0.0,24.0,178.2833333,16.285,91.94439132,Bowler
SN Thakur,Kolkata Knight Riders,Middle Overs,Royal Challengers Bangalore,"Eden Gardens, Kolkata",2023,Loss,Batter,47.0,19.0,247.37,7.5,1.0,49.12,247.3684211,7.5,282.775,24.5,183.88878264,Bowler
SN Thakur,Kolkata Knight Riders,Middle Overs,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",2023,Loss,Batter,6.0,4.0,150.0,7.5,1.0,83.33,150.0,7.5,178.51,23.948,183.88878264,Bowler
SN Thakur,Kolkata Knight Riders,Powerplay,Gujarat Titans,"Eden Gardens, Kolkata",2023,Loss,Batter,0.0,4.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,91.94439132,Bowler
SN Thakur,Kolkata Knight Riders,Powerplay,Gujarat Titans,"Narendra Modi Stadium, Ahmedabad",2023,Loss,Bowler,0.0,0.0,0.0,9.43,0.0,28.57,0.0,9.43,0.0,11.715,91.94439132,Bowler
SN Thakur,Kolkata Knight Riders,Powerplay,Mumbai Indians,"Wankhede Stadium, Mumbai",2023,Win,Bowler,0.0,0.0,0.0,16.0,0.0,16.67,0.0,16.0,0.0,11.8575,91.94439132,Bowler
SN Thakur,Kolkata Knight Riders,Powerplay,Rajasthan Royals,"Eden Gardens, Kolkata",2023,Win,Bowler,0.0,0.0,0.0,14.0,0.0,16.67,0.0,14.0,0.0,14.0,91.94439132,Bowler
SN Thakur,Kolkata Knight Riders,Powerplay,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",2023,Win,Bowler,0.0,0.0,0.0,8.0,1.0,33.33,0.0,8.0,0.0,10.47666667,91.94439132,Bowler
SN Thakur,Rising Pune Supergiant,Death Overs,Gujarat Lions,Saurashtra Cricket Association Stadium,2017,Loss,Batter,0.0,1.0,0.0,5.0,0.0,133.32999999999998,0.0,5.0,0.0,17.77,183.88878264,Bowler
SN Thakur,Rising Pune Supergiant,Death Overs,Kolkata Knight Riders,Maharashtra Cricket Association Stadium,2017,Win,Bowler,0.0,0.0,0.0,24.0,0.0,0.0,0.0,24.0,0.0,17.0,91.94439132,Bowler
SN Thakur,Rising Pune Supergiant,Death Overs,Mumbai Indians,Wankhede Stadium,2017,Win,Bowler,0.0,0.0,0.0,9.0,1.0,33.33,0.0,9.0,0.0,12.3,91.94439132,Bowler
SN Thakur,Rising Pune Supergiant,Death Overs,Royal Challengers Bangalore,M Chinnaswamy Stadium,2017,Loss,Batter,0.0,1.0,0.0,10.0,2.0,133.32999999999998,0.0,10.0,0.0,13.112499999999999,183.88878264,Bowler
SN Thakur,Rising Pune Supergiant,Death Overs,Sunrisers Hyderabad,Maharashtra Cricket Association Stadium,2017,Loss,Bowler,0.0,0.0,0.0,13.5,0.0,0.0,0.0,13.5,0.0,15.83333333,91.94439132,Bowler
SN Thakur,Rising Pune Supergiant,Death Overs,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",2017,Loss,Batter,0.0,1.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,5.096666667,91.94439132,Bowler
SN Thakur,Rising Pune Supergiant,Middle Overs,Delhi Daredevils,Feroz Shah Kotla,2017,Loss,Bowler,0.0,0.0,0.0,16.0,0.0,33.33,0.0,16.0,0.0,8.444,91.94439132,Bowler
SN Thakur,Rising Pune Supergiant,Middle Overs,Gujarat Lions,Maharashtra Cricket Association Stadium,2017,Loss,Bowler,0.0,0.0,0.0,7.58,1.0,31.58,0.0,7.58,0.0,8.874,91.94439132,Bowler
SN Thakur,Rising Pune Supergiant,Middle Overs,Gujarat Lions,Saurashtra Cricket Association Stadium,2017,Win,Bowler,0.0,0.0,0.0,1.71,1.0,71.43,0.0,1.71,0.0,4.856,91.94439132,Bowler
SN Thakur,Rising Pune Supergiant,Middle Overs,Kings XI Punjab,Maharashtra Cricket Association Stadium,2017,Loss,Bowler,0.0,0.0,0.0,5.0,0.0,66.67,0.0,5.0,0.0,7.916,91.94439132,Bowler
SN Thakur,Rising Pune Supergiant,Middle Overs,Kolkata Knight Riders,Eden Gardens,2017,Loss,Bowler,0.0,0.0,0.0,7.0,0.0,33.33,0.0,7.0,0.0,7.444,91.94439132,Bowler
SN Thakur,Rising Pune Supergiant,Middle Overs,Kolkata Knight Riders,Maharashtra Cricket Association Stadium,2017,Win,Bowler,0.0,0.0,0.0,5.14,0.0,28.57,0.0,5.14,0.0,7.544,91.94439132,Bowler
SN Thakur,Rising Pune Supergiant,Middle Overs,Mumbai Indians,"Rajiv Gandhi International Stadium, Uppal",2017,Loss,Bowler,0.0,0.0,0.0,2.0,1.0,66.67,0.0,2.0,0.0,5.83,91.94439132,Bowler
SN Thakur,Rising Pune Supergiant,Middle Overs,Mumbai Indians,Wankhede Stadium,2017,Win,Bowler,0.0,0.0,0.0,7.58,2.0,36.84,0.0,7.58,0.0,5.344,91.94439132,Bowler
SN Thakur,Rising Pune Supergiant,Middle Overs,Royal Challengers Bangalore,M Chinnaswamy Stadium,2017,Win,Bowler,0.0,0.0,0.0,4.0,0.0,50.0,0.0,4.0,0.0,8.558,91.94439132,Bowler
SN Thakur,Rising Pune Supergiant,Middle Overs,Sunrisers Hyderabad,Maharashtra Cricket Association Stadium,2017,Loss,Bowler,0.0,0.0,0.0,9.43,0.0,42.86,0.0,9.43,0.0,6.23,91.94439132,Bowler
SN Thakur,Rising Pune Supergiant,Middle Overs,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",2017,Win,Bowler,0.0,0.0,0.0,6.0,0.0,50.0,0.0,6.0,0.0,5.514,91.94439132,Bowler
SN Thakur,Rising Pune Supergiant,Powerplay,Delhi Daredevils,Feroz Shah Kotla,2017,Loss,Bowler,0.0,0.0,0.0,9.5,0.0,41.67,0.0,9.5,116.67,9.06,91.94439132,Bowler
SN Thakur,Rising Pune Supergiant,Powerplay,Gujarat Lions,Saurashtra Cricket Association Stadium,2017,Win,Bowler,0.0,0.0,0.0,6.0,0.0,50.0,0.0,6.0,0.0,6.19,91.94439132,Bowler
SN Thakur,Rising Pune Supergiant,Powerplay,Kings XI Punjab,Maharashtra Cricket Association Stadium,2017,Loss,Bowler,0.0,0.0,0.0,3.6,3.0,70.0,0.0,3.6,116.67,7.9775,91.94439132,Bowler
SN Thakur,Rising Pune Supergiant,Powerplay,Kolkata Knight Riders,Maharashtra Cricket Association Stadium,2017,Win,Bowler,0.0,0.0,0.0,6.92,0.0,53.85,0.0,6.92,116.67,7.63,91.94439132,Bowler
SN Thakur,Rising Pune Supergiant,Powerplay,Mumbai Indians,"Rajiv Gandhi International Stadium, Uppal",2017,Loss,Bowler,0.0,0.0,0.0,3.43,0.0,42.86,0.0,3.43,0.0,7.09,91.94439132,Bowler
SN Thakur,Rising Pune Supergiant,Powerplay,Mumbai Indians,Wankhede Stadium,2017,Win,Bowler,0.0,0.0,0.0,9.79,1.0,31.58,0.0,9.79,0.0,7.428,91.94439132,Bowler
SN Thakur,Rising Pune Supergiant,Powerplay,Royal Challengers Bangalore,M Chinnaswamy Stadium,2017,Win,Bowler,0.0,0.0,0.0,10.5,1.0,41.67,0.0,10.5,116.67,10.935,91.94439132,Bowler
SN Thakur,Rising Pune Supergiant,Powerplay,Sunrisers Hyderabad,Maharashtra Cricket Association Stadium,2017,Loss,Bowler,0.0,0.0,0.0,11.0,0.0,33.33,0.0,11.0,0.0,8.304,91.94439132,Bowler
SO Hetmyer,Delhi Capitals,Death Overs,Chennai Super Kings,Dubai International Cricket Stadium,2021,Loss,Batter,36.0,23.0,315.83000000000004,0.0,0.0,58.33,315.8333333,0.0,330.426,0.0,161.97572712,Batter
SO Hetmyer,Delhi Capitals,Death Overs,Kings XI Punjab,Dubai International Cricket Stadium,2020/21,Loss,Batter,10.0,6.0,166.67,0.0,0.0,33.33,166.6666667,0.0,186.228,0.0,80.98786356,Batter
SO Hetmyer,Delhi Capitals,Death Overs,Kolkata Knight Riders,Sharjah Cricket Stadium,2020/21,Loss,Batter,23.0,12.0,368.57,0.0,0.0,88.57,368.5714286,0.0,286.76800000000003,0.0,161.97572712,Batter
SO Hetmyer,Delhi Capitals,Death Overs,Mumbai Indians,Dubai International Cricket Stadium,2020/21,Loss,Batter,0.0,1.0,0.0,0.0,0.0,100.0,0.0,0.0,132.894,0.0,80.98786356,Batter
SO Hetmyer,Delhi Capitals,Death Overs,Mumbai Indians,"MA Chidambaram Stadium, Chepauk, Chennai",2021,Win,Batter,14.0,9.0,155.56,0.0,0.0,22.22,155.5555556,0.0,153.858,0.0,80.98786356,Batter
SO Hetmyer,Delhi Capitals,Death Overs,Punjab Kings,"Narendra Modi Stadium, Ahmedabad",2021,Win,Batter,16.0,6.0,266.67,0.0,0.0,50.0,266.6666667,0.0,152.384,0.0,80.98786356,Batter
SO Hetmyer,Delhi Capitals,Death Overs,Rajasthan Royals,Sharjah Cricket Stadium,2020/21,Loss,Batter,12.0,4.0,300.0,0.0,0.0,50.0,300.0,0.0,152.762,0.0,80.98786356,Batter
SO Hetmyer,Delhi Capitals,Death Overs,Rajasthan Royals,"Zayed Cricket Stadium, Abu Dhabi",2021,Loss,Batter,0.0,2.0,0.0,0.0,0.0,100.0,0.0,0.0,162.894,0.0,80.98786356,Batter
SO Hetmyer,Delhi Capitals,Death Overs,Royal Challengers Bangalore,Dubai International Cricket Stadium,2020/21,Loss,Batter,26.0,18.0,293.5,0.0,0.0,74.02000000000001,293.5064935,0.0,261.794,0.0,161.97572712,Batter
SO Hetmyer,Delhi Capitals,Death Overs,Royal Challengers Bangalore,"Narendra Modi Stadium, Ahmedabad",2021,Win,Batter,35.0,13.0,269.23,0.0,0.0,7.69,269.2307692,0.0,175.564,0.0,80.98786356,Batter
SO Hetmyer,Delhi Capitals,Death Overs,Sunrisers Hyderabad,"MA Chidambaram Stadium, Chepauk, Chennai",2021,Win,Batter,1.0,2.0,50.0,0.0,0.0,50.0,50.0,0.0,131.55,0.0,80.98786356,Batter
SO Hetmyer,Delhi Capitals,Death Overs,Sunrisers Hyderabad,Sheikh Zayed Stadium,2020/21,Loss,Batter,32.0,16.0,200.0,0.0,0.0,12.5,200.0,0.0,159.428,0.0,80.98786356,Batter
SO Hetmyer,Delhi Capitals,Middle Overs,Chennai Super Kings,Dubai International Cricket Stadium,2021,Loss,Batter,29.0,25.0,209.64999999999998,0.0,0.0,59.65,209.64912283,0.0,204.922,0.0,161.97572712,Batter
SO Hetmyer,Delhi Capitals,Middle Overs,Kolkata Knight Riders,"Narendra Modi Stadium, Ahmedabad",2021,Win,Batter,0.0,1.0,0.0,0.0,0.0,100.0,0.0,0.0,94.05,0.0,80.98786356,Batter
SO Hetmyer,Delhi Capitals,Middle Overs,Kolkata Knight Riders,Sharjah Cricket Stadium,2021,Loss,Batter,5.0,8.0,62.5,0.0,0.0,50.0,62.5,0.0,84.62,0.0,80.98786356,Batter
SO Hetmyer,Delhi Capitals,Middle Overs,Kolkata Knight Riders,Sheikh Zayed Stadium,2020/21,Win,Batter,10.0,5.0,200.0,0.0,0.0,20.0,200.0,0.0,129.158,0.0,80.98786356,Batter
SO Hetmyer,Delhi Capitals,Middle Overs,Mumbai Indians,Dubai International Cricket Stadium,2020/21,Loss,Batter,16.0,17.0,94.12,0.0,0.0,52.94,94.11764706,0.0,136.158,0.0,80.98786356,Batter
SO Hetmyer,Delhi Capitals,Middle Overs,Mumbai Indians,Sharjah Cricket Stadium,2021,Win,Batter,15.0,8.0,187.5,0.0,0.0,12.5,187.5,0.0,105.454,0.0,80.98786356,Batter
SO Hetmyer,Delhi Capitals,Middle Overs,Rajasthan Royals,Sharjah Cricket Stadium,2020/21,Loss,Batter,33.0,20.0,165.0,0.0,0.0,25.0,165.0,0.0,126.658,0.0,80.98786356,Batter
SO Hetmyer,Delhi Capitals,Middle Overs,Rajasthan Royals,"Zayed Cricket Stadium, Abu Dhabi",2021,Loss,Batter,28.0,15.0,186.67,0.0,0.0,20.0,186.6666667,0.0,117.334,0.0,80.98786356,Batter
SO Hetmyer,Delhi Capitals,Middle Overs,Royal Challengers Bangalore,Dubai International Cricket Stadium,2021,Loss,Batter,14.0,11.0,127.27,0.0,0.0,45.45,127.2727273,0.0,104.82,0.0,80.98786356,Batter
SO Hetmyer,Delhi Capitals,Middle Overs,Royal Challengers Bangalore,"Narendra Modi Stadium, Ahmedabad",2021,Win,Batter,18.0,12.0,150.0,0.0,0.0,16.67,150.0,0.0,97.384,0.0,80.98786356,Batter
SO Hetmyer,Delhi Capitals,Middle Overs,Sunrisers Hyderabad,Dubai International Cricket Stadium,2020/21,Win,Batter,0.0,1.0,0.0,0.0,0.0,100.0,0.0,0.0,106.158,0.0,80.98786356,Batter
SO Hetmyer,Delhi Capitals,Middle Overs,Sunrisers Hyderabad,Sheikh Zayed Stadium,2020/21,Loss,Batter,31.0,20.0,304.4,0.0,0.0,37.37,304.3956044,0.0,254.276,0.0,161.97572712,Batter
SO Hetmyer,Delhi Capitals,Powerplay,Kings XI Punjab,Dubai International Cricket Stadium,2020/21,Win,Batter,7.0,13.0,53.85,0.0,0.0,69.23,53.84615385,0.0,129.198,0.0,80.98786356,Batter
SO Hetmyer,Delhi Capitals,Powerplay,Sunrisers Hyderabad,Dubai International Cricket Stadium,2020/21,Win,Batter,16.0,12.0,133.33,0.0,0.0,41.67,133.3333333,0.0,120.864,0.0,80.98786356,Batter
SO Hetmyer,Rajasthan Royals,Death Overs,Chennai Super Kings,"Brabourne Stadium, Mumbai",2022,Win,Batter,4.0,2.0,200.0,0.0,0.0,50.0,200.0,0.0,133.0,0.0,80.98786356,Batter
SO Hetmyer,Rajasthan Royals,Death Overs,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk, Chennai",2023,Loss,Batter,28.0,16.0,175.0,0.0,0.0,31.25,175.0,0.0,175.112,0.0,80.98786356,Batter
SO Hetmyer,Rajasthan Royals,Death Overs,Chennai Super Kings,"Sawai Mansingh Stadium, Jaipur",2023,Loss,Batter,0.0,1.0,0.0,0.0,0.0,100.0,0.0,0.0,113.166,0.0,80.98786356,Batter
SO Hetmyer,Rajasthan Royals,Death Overs,Delhi Capitals,"Barsapara Cricket Stadium, Guwahati",2023,Loss,Batter,36.0,16.0,225.0,0.0,0.0,25.0,225.0,0.0,217.43,0.0,80.98786356,Batter
SO Hetmyer,Rajasthan Royals,Death Overs,Delhi Capitals,"Sawai Mansingh Stadium, Jaipur",2024,Loss,Batter,14.0,8.0,175.0,0.0,0.0,37.5,175.0,0.0,211.286,0.0,80.98786356,Batter
SO Hetmyer,Rajasthan Royals,Death Overs,Delhi Capitals,"Wankhede Stadium, Mumbai",2022,Loss,Batter,1.0,1.0,100.0,0.0,0.0,0.0,100.0,0.0,120.36,0.0,80.98786356,Batter
SO Hetmyer,Rajasthan Royals,Death Overs,Gujarat Titans,"Eden Gardens, Kolkata",2022,Loss,Batter,2.0,3.0,66.67,0.0,0.0,33.33,66.66666667,0.0,134.168,0.0,80.98786356,Batter
SO Hetmyer,Rajasthan Royals,Death Overs,Gujarat Titans,"Narendra Modi Stadium, Ahmedabad",2023,Win,Batter,21.0,9.0,233.33,0.0,0.0,33.33,233.3333333,0.0,176.778,0.0,80.98786356,Batter
SO Hetmyer,Rajasthan Royals,Death Overs,Gujarat Titans,"Sawai Mansingh Stadium, Jaipur",2024,Loss,Batter,13.0,5.0,260.0,0.0,0.0,0.0,260.0,0.0,203.286,0.0,80.98786356,Batter
SO Hetmyer,Rajasthan Royals,Death Overs,Kolkata Knight Riders,"Brabourne Stadium, Mumbai",2022,Loss,Batter,21.0,14.0,150.0,0.0,0.0,50.0,150.0,0.0,155.0,0.0,80.98786356,Batter
SO Hetmyer,Rajasthan Royals,Death Overs,Kolkata Knight Riders,"Wankhede Stadium, Mumbai",2022,Loss,Batter,27.0,16.0,168.75,0.0,0.0,37.5,168.75,0.0,123.276,0.0,80.98786356,Batter
SO Hetmyer,Rajasthan Royals,Death Overs,Lucknow Super Giants,"Sawai Mansingh Stadium, Jaipur",2024,Loss,Batter,0.0,2.0,0.0,0.0,0.0,100.0,0.0,0.0,149.286,0.0,80.98786356,Batter
SO Hetmyer,Rajasthan Royals,Death Overs,Lucknow Super Giants,"Wankhede Stadium, Mumbai",2022,Loss,Batter,40.0,13.0,307.69,0.0,0.0,7.69,307.6923077,0.0,171.48,0.0,80.98786356,Batter
SO Hetmyer,Rajasthan Royals,Death Overs,Mumbai Indians,"Dr DY Patil Sports Academy, Mumbai",2022,Loss,Batter,37.0,24.0,154.17,0.0,0.0,45.83,154.1666667,0.0,150.834,0.0,80.98786356,Batter
SO Hetmyer,Rajasthan Royals,Death Overs,Mumbai Indians,"Wankhede Stadium, Mumbai",2023,Loss,Batter,6.0,2.0,300.0,0.0,0.0,50.0,300.0,0.0,162.166,0.0,80.98786356,Batter
SO Hetmyer,Rajasthan Royals,Death Overs,Punjab Kings,"Barsapara Cricket Stadium, Guwahati",2023,Win,Batter,30.0,10.0,300.0,0.0,0.0,0.0,300.0,0.0,243.68,0.0,80.98786356,Batter
SO Hetmyer,Rajasthan Royals,Death Overs,Punjab Kings,"Himachal Pradesh Cricket Association Stadium, Dharamsala",2023,Win,Batter,14.0,9.0,155.56,0.0,0.0,44.44,155.5555556,0.0,213.254,0.0,80.98786356,Batter
SO Hetmyer,Rajasthan Royals,Death Overs,Punjab Kings,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",2024,Win,Batter,27.0,10.0,270.0,0.0,0.0,20.0,270.0,0.0,169.5,0.0,80.98786356,Batter
SO Hetmyer,Rajasthan Royals,Death Overs,Punjab Kings,"Wankhede Stadium, Mumbai",2022,Win,Batter,25.0,14.0,178.57,0.0,0.0,35.71,178.5714286,0.0,164.336,0.0,80.98786356,Batter
SO Hetmyer,Rajasthan Royals,Death Overs,Royal Challengers Bangalore,"M Chinnaswamy Stadium, Bengaluru",2023,Win,Batter,1.0,5.0,20.0,0.0,0.0,80.0,20.0,0.0,181.54,0.0,80.98786356,Batter
SO Hetmyer,Rajasthan Royals,Death Overs,Royal Challengers Bangalore,"Narendra Modi Stadium, Ahmedabad",2022,Win,Batter,2.0,3.0,66.67,0.0,0.0,33.33,66.66666667,0.0,130.36,0.0,80.98786356,Batter
SO Hetmyer,Rajasthan Royals,Death Overs,Royal Challengers Bangalore,"Wankhede Stadium, Mumbai",2022,Loss,Batter,29.0,14.0,207.14,0.0,0.0,14.29,207.1428571,0.0,192.43,0.0,80.98786356,Batter
SO Hetmyer,Rajasthan Royals,Death Overs,Royal Challengers Bengaluru,"Narendra Modi Stadium, Ahmedabad",2024,Win,Batter,12.0,7.0,171.43,0.0,0.0,14.29,171.4285714,0.0,176.286,0.0,80.98786356,Batter
SO Hetmyer,Rajasthan Royals,Death Overs,Royal Challengers Bengaluru,"Sawai Mansingh Stadium, Jaipur",2024,Win,Batter,11.0,7.0,157.14,0.0,0.0,28.57,157.1428571,0.0,146.428,0.0,80.98786356,Batter
SO Hetmyer,Rajasthan Royals,Death Overs,Sunrisers Hyderabad,"Maharashtra Cricket Association Stadium, Pune",2022,Loss,Batter,30.0,14.0,214.29,0.0,0.0,35.71,214.2857143,0.0,157.026,0.0,80.98786356,Batter
SO Hetmyer,Rajasthan Royals,Death Overs,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",2023,Loss,Batter,29.0,21.0,277.5,0.0,0.0,91.25,277.5,0.0,348.56399999999996,0.0,161.97572712,Batter
SO Hetmyer,Rajasthan Royals,Death Overs,Sunrisers Hyderabad,"Sawai Mansingh Stadium, Jaipur",2023,Loss,Batter,7.0,5.0,140.0,0.0,0.0,0.0,140.0,0.0,137.166,0.0,80.98786356,Batter
SO Hetmyer,Rajasthan Royals,Middle Overs,Chennai Super Kings,"Brabourne Stadium, Mumbai",2022,Win,Batter,2.0,5.0,40.0,0.0,0.0,60.0,40.0,0.0,110.074,0.0,80.98786356,Batter
SO Hetmyer,Rajasthan Royals,Middle Overs,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk, Chennai",2023,Loss,Batter,2.0,3.0,66.67,0.0,0.0,33.33,66.66666667,0.0,76.16,0.0,80.98786356,Batter
SO Hetmyer,Rajasthan Royals,Middle Overs,Chennai Super Kings,"Sawai Mansingh Stadium, Jaipur",2023,Loss,Batter,8.0,9.0,88.89,0.0,0.0,33.33,88.88888889,0.0,105.826,0.0,80.98786356,Batter
SO Hetmyer,Rajasthan Royals,Middle Overs,Delhi Capitals,"Barsapara Cricket Stadium, Guwahati",2023,Loss,Batter,3.0,5.0,60.0,0.0,0.0,40.0,60.0,0.0,91.3,0.0,80.98786356,Batter
SO Hetmyer,Rajasthan Royals,Middle Overs,Gujarat Titans,"Dr DY Patil Sports Academy, Mumbai",2022,Win,Batter,29.0,18.0,161.11,0.0,0.0,27.78,161.1111111,0.0,158.222,0.0,80.98786356,Batter
SO Hetmyer,Rajasthan Royals,Middle Overs,Gujarat Titans,"Eden Gardens, Kolkata",2022,Loss,Batter,2.0,4.0,50.0,0.0,0.0,50.0,50.0,0.0,109.11,0.0,80.98786356,Batter
SO Hetmyer,Rajasthan Royals,Middle Overs,Gujarat Titans,"Narendra Modi Stadium, Ahmedabad",2022,Loss,Batter,46.0,30.0,286.11,0.0,0.0,75.0,286.11111107,0.0,188.84199999999998,0.0,161.97572712,Batter
SO Hetmyer,Rajasthan Royals,Middle Overs,Gujarat Titans,"Sawai Mansingh Stadium, Jaipur",2023,Loss,Batter,7.0,14.0,50.0,0.0,0.0,50.0,50.0,0.0,88.0,0.0,80.98786356,Batter
